text,label
"vacuum cleaner dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. nothing to hail, nothing to condemn.",neutral
"God when catch person, I don order dis toaster tire tire, no be wetin dem show for site, quality no good at all.",negative
"Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. e worth the money.",positive
"router dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. I fit still consider am next time.",neutral
"No be lie, Dis wig sweet me well well, e reach as e dey for picture, delivery sef no waste time. na correct product be dis.",positive
"See ehn, Na my third time to buy school bag from Jumia, dem never disappoint me, packaging tight well. no regret at all.",positive
"Believe me, Dis gas cooker no work reach half wetin dem talk, na scam be dis one o. e pain me well well.",negative
"Guy, Seller ignore my message tire about dis mattress, when e finally reach na wrong color entirely. make una no waste your money.",negative
"Na wa o, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. na correct product be dis.",positive
"I swear, Na my third time to buy trouser from Jumia, dem never disappoint me, packaging tight well. no regret at all.",positive
"Werey no dey do person, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. na correct product be dis.",positive
"Honestly, E dey okay o, no be bad market but dis watch no be wetin I expect too, average product.",neutral
"I swear, Packaging good, face cap come as described, I go still buy from dis seller again. I don recommend am to my people.",positive
"Wig cap or wristwatch tear the first day I use am, quality poor, e no worth the price at all. no be small disappointment.",negative
"Believe me, Chai dis microwave na correct investment, I dey enjoy am tire. I dey happy well well.",positive
"To God who made me, Na my third time to buy umbrella from Jumia, dem never disappoint me, packaging tight well. I dey happy well well.",positive
"As I dey talk, E no bad but the color no match wetin dem show for picture for dis blender, small disappointment. nothing to hail, nothing to condemn.",neutral
"Chai, Seller ignore my message tire about dis umbrella, when e finally reach na wrong color entirely. make una no waste your money.",negative
"As I dey talk, I get value for my money, dis fan still fresh after months of daily use. I don recommend am to my people.",positive
"See ehn, This freezer no be my size or wetin I order, dem send wrong one, wahala to return am too much. na scam be dis one.",negative
"See ehn, wall clock strong die, price sef affordable well well, no complain at all. I go still buy again.",positive
"Na wa o, Fit dey okay, size correct for dis belt, but material fit better small, na still usable sha.",neutral
"As I dey talk, Dis shoe no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"To God who made me, Delivery man carry my table cloth pass one week, wahala full ground, I no gree order again. I don report to Jumia already.",negative
"Small small, Seller ignore my message tire about dis office chair, when e finally reach na wrong color entirely. no be small disappointment.",negative
"To God who made me, table cloth strong die, price sef affordable well well, no complain at all. make una try am.",positive
"No be lie, Packaging good, toaster come as described, I go still buy from dis seller again. no regret at all.",positive
"As I dey talk, Customer service sharp reply me when I complain about my dress, dem replace am sharp sharp. e worth the money.",positive
"Small small, Best purchase I don make dis year na dis flash drive, e dey save my time every day.",positive
"Guy, Table cloth or television okay for the price, finishing fit better but e dey serve purpose.",neutral
"To God who made me, Dem send expired cream to me, I no even fit use am, na waste of money be dis. make una no waste your money.",negative
"Believe me, Dress or freezer fine sha, but the size chart dem post no correct at all, e small pass small. e go still do for the price.",neutral
"Honestly, Fan or jacket strong small, noise dey small but e still manage for the price.",neutral
"Chai, My people dem love the sneakers well well, e dey work exactly as dem promise. make una try am.",positive
"Na wa o, Fan or slippers strong small, noise dey small but e still manage for the price.",neutral
"I swear, Best purchase I don make dis year na dis extension box, e dey save my time every day. e worth the money.",positive
"Omo, Chai dis umbrella na correct investment, I dey enjoy am tire.",positive
"Omo, Customer service sharp reply me when I complain about my earpiece, dem replace am sharp sharp.",positive
"Small small, Best purchase I don make dis year na dis juicer, e dey save my time every day.",positive
"Believe me, Item different from picture completely for dis shoe, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"Chai, Laptop bag or hair dryer dey okay, zip small tight but e go loosen with time I believe.",neutral
"Guy, I get value for my money, dis phone case still fresh after months of daily use. na correct product be dis.",positive
"No be lie, Two weeks now, my money don go, dis phone never show, na so dem dey scam people. make una no waste your money.",negative
"Honestly, I don order dis sneakers tire tire, no be wetin dem show for site, quality no good at all. I don report to Jumia already.",negative
"Chai, Money waste be dis, flash drive come crack before I even open the box well well. e pain me well well.",negative
"Chai, Product fine but washing machine box small small damage reach house, no be too serious sha. e dey manage like that.",neutral
"Small small, Sound or function dey there for dis rice cooker, nothing extraordinary, e go do for person wey no too particular. nothing to hail, nothing to condemn.",neutral
"Werey no dey do person, Dem send expired power bank to me, I no even fit use am, na waste of money be dis. no be small disappointment.",negative
"I get value for my money, dis belt still fresh after months of daily use. no regret at all.",positive
"Item different from picture completely for dis toy, dem dupe me, I go dispute dis order.",negative
"Omo, Dem package the toaster anyhow, e crack, spoilage spread inside the whole carton. I don report to Jumia already.",negative
